date,AUDEUR Curncy,BRLEUR Curncy,CADEUR Curncy,CHFEUR Curncy,CNYEUR Curncy,CZKEUR Curncy,DKKEUR Curncy,GBPEUR Curncy,GBpEUR Curncy,HKDEUR Curncy,ILSEUR Curncy,INREUR Curncy,ISKEUR Curncy,JPYEUR Curncy,NOKEUR Curncy,NZDEUR Curncy,PKREUR Curncy,PLNEUR Curncy,RUBEUR Curncy,SEKEUR Curncy,SGDEUR Curncy,USDEUR Curncy,XAGEUR Curncy,XAUEUR Curncy,ZAREUR Curncy
2000-01-03,0.643,0.53671,0.6748,0.623,0.11791,0.0278,0.1344,1.5974,1.5974,0.1256,0.2371,0.02242,1.3514,0.96232,0.1238,0.5118,0.0188,0.23667,0.0357,0.11655,0.5895,0.9763,,,0.1592
2000-01-04,0.6358,0.52471,0.6686,0.6237,0.1173,0.0275,0.1343,1.5888,1.5888,0.1249,0.236,0.02232,1.3523,0.94063,0.1222,0.5045,0.01869,0.2356,0.0353,0.11589,0.5865,0.9713,,,0.1595
2000-01-05,0.6379,0.52686,0.6682,0.6257,0.11701,0.0276,0.1344,1.5919,1.5919,0.1246,0.2334,0.02227,1.3481,0.93011,0.122,0.5033,0.01868,0.23492,0.0356,0.1158,0.5847,0.9689,,,0.1597
2000-01-06,0.6324,0.52578,0.6633,0.6234,0.11694,0.0276,0.1343,1.5954,1.5954,0.1245,0.233,0.02223,1.3444,0.92021,0.1219,0.4982,0.01866,0.23727,0.0353,0.11566,0.5814,0.9682,,,0.1593
2000-01-07,0.636,0.53166,0.6672,0.6208,0.11732,0.0277,0.1344,1.5922,1.5922,0.1249,0.233,0.0223,1.3472,0.92206,0.1218,0.5026,0.01871,0.23836,0.0354,0.1154,0.5847,0.9713,,,0.1604
2000-01-10,0.6397,0.53721,0.6699,0.6214,0.11776,0.0278,0.1344,1.5964,1.5964,0.1254,0.2364,0.02239,1.3475,0.92782,0.1217,0.5036,0.0188,0.23957,0.0346,0.11543,0.5869,0.975,,,0.1607
2000-01-11,0.6366,0.53085,0.6639,0.6209,0.11685,0.0278,0.1344,1.5936,1.5936,0.1244,0.235,0.02222,1.3449,0.91312,0.1216,0.501,0.01864,0.238,0.0338,0.11523,0.5797,0.9675,,,0.1588
2000-01-12,0.6388,0.53064,0.667,0.6207,0.11714,0.0277,0.1343,1.5969,1.5969,0.1247,0.2353,0.02227,1.3544,0.91572,0.1219,0.5031,0.01869,0.23857,0.0337,0.11547,0.5809,0.97,,,0.1599
2000-01-13,0.6516,0.53764,0.672,0.6203,0.11773,0.0277,0.1344,1.6058,1.6058,0.1253,0.2369,0.02237,1.3572,0.91867,0.1228,0.5101,0.0188,0.23971,0.034,0.11582,0.5841,0.9748,,,0.1608
2000-01-14,0.6576,0.54764,0.6814,0.6196,0.11932,0.0278,0.1343,1.6117,1.6117,0.127,0.24,0.02269,1.3674,0.93317,0.1236,0.5125,0.01913,0.24244,0.0345,0.11657,0.5899,0.9879,,,0.1608
2000-01-17,0.656,0.5513,0.6816,0.6191,0.11932,0.0277,0.134,1.6135,1.6135,0.127,0.247,0.02268,1.364,0.94189,0.1231,0.5134,0.01902,0.24244,0.0353,0.11691,0.5902,0.9879,,,0.1626
2000-01-18,0.6567,0.55034,0.6801,0.6199,0.11915,0.0278,0.1343,1.6158,1.6158,0.1268,0.2432,0.02265,1.3624,0.93342,0.1237,0.5097,0.01899,0.24134,0.0345,0.11662,0.5891,0.9865,,,0.1619
2000-01-19,0.655,0.55101,0.6797,0.6196,0.11919,0.0277,0.1343,1.6233,1.6233,0.1269,0.2412,0.02265,1.3635,0.93716,0.1236,0.5078,0.01899,0.24069,0.0346,0.11644,0.5888,0.9869,,,0.1615
2000-01-20,0.6548,0.55189,0.6798,0.6207,0.11878,0.0277,0.1343,1.6261,1.6261,0.1264,0.2408,0.02255,1.359,0.93265,0.1235,0.5062,0.01896,0.24101,0.0345,0.11635,0.5877,0.9835,,,0.1613
2000-01-21,0.6565,0.55869,0.687,0.6204,0.1196,0.0278,0.1343,1.6332,1.6332,0.1273,0.2395,0.02272,1.3672,0.94625,0.1238,0.507,0.01908,0.24273,0.0347,0.11673,0.5895,0.9903,,,0.1615
2000-01-24,0.6496,0.55982,0.6876,0.6206,0.11991,0.0278,0.1343,1.6411,1.6411,0.1276,0.2397,0.02275,1.3661,0.94064,0.1241,0.5028,0.01913,0.24247,0.0348,0.11645,0.5933,0.9929,,,0.1611
2000-01-25,0.6546,0.56176,0.6956,0.6202,0.12068,0.0279,0.1344,1.6435,1.6435,0.1284,0.244,0.0229,1.3752,0.94228,0.1242,0.5077,0.01926,0.24161,0.035,0.11676,0.5921,0.9991,,,0.1623
2000-01-26,0.6511,0.56114,0.6933,0.62,0.12057,0.0279,0.1344,1.6372,1.6372,0.1283,0.2441,0.02289,1.3729,0.94428,0.1238,0.5074,0.01923,0.24174,0.0349,0.11727,0.5888,0.9981,,,0.1619
2000-01-27,0.662,0.56844,0.7054,0.6198,0.12224,0.028,0.1344,1.6589,1.6589,0.1301,0.2479,0.02321,1.3866,0.96224,0.1243,0.5108,0.01951,0.24355,0.0354,0.11749,0.5983,1.0119,,,0.1628
2000-01-28,0.6503,0.57029,0.7093,0.6215,0.12393,0.028,0.1344,1.6618,1.6618,0.1319,0.2511,0.0235,1.3896,0.95767,0.1237,0.5039,0.01977,0.24442,0.0358,0.11571,0.5996,1.026,,,0.1619
2000-01-31,0.6566,0.57745,0.7115,0.6215,0.12446,0.0278,0.1349,1.6646,1.6646,0.1324,0.252,0.0236,1.394,0.95948,0.1237,0.511,0.01985,0.24407,0.036,0.11633,0.6051,1.0302,,,0.1634
2000-02-01,0.6511,0.57721,0.7108,0.6215,0.1244,0.0279,0.1344,1.6625,1.6625,0.1323,0.2526,0.0236,1.3935,0.95454,0.1244,0.5076,0.01983,0.24286,0.0361,0.11731,0.6058,1.0298,,,0.1646
2000-02-02,0.6537,0.57338,0.7129,0.6206,0.12371,0.0279,0.1344,1.6475,1.6475,0.1316,0.2516,0.02347,1.3844,0.94671,0.1243,0.5084,0.01973,0.24205,0.0357,0.11725,0.6031,1.0241,,,0.1647
2000-02-03,0.6429,0.5667,0.7003,0.6219,0.12209,0.0279,0.1344,1.613,1.613,0.1299,0.2493,0.02316,1.38,0.93825,0.1234,0.4998,0.01947,0.24126,0.0351,0.11795,0.5964,1.0107,,,
2000-02-04,0.6489,0.57527,0.7059,0.6221,0.12285,0.028,0.1343,1.6195,1.6195,0.1307,0.2502,0.02331,1.3752,0.94886,0.1239,0.5045,0.01959,0.24303,0.0353,0.11799,0.6008,1.0171,,,
2000-02-07,0.6458,0.57594,0.7033,0.622,0.12306,0.028,0.1343,1.6284,1.6284,0.1309,0.2503,0.02334,1.3787,0.93799,0.1236,0.5035,0.01964,0.24359,0.0355,0.11823,0.6012,1.0188,,,
2000-02-08,0.6422,0.57497,0.7026,0.6219,0.12256,0.0281,0.1344,1.6347,1.6347,0.1304,0.2494,0.02325,1.3789,0.92718,0.1239,0.4987,0.01951,0.24488,0.0353,0.11807,0.5979,1.0147,,,
2000-02-09,0.6396,0.56868,0.6965,0.6213,0.12148,0.0281,0.1343,1.6264,1.6264,0.1293,0.2471,0.02305,1.3728,0.9243,0.1236,0.4968,0.01938,0.24292,0.0351,0.11802,0.5946,1.0058,,,
2000-02-10,0.6402,0.57431,0.7007,0.6225,0.12259,0.028,0.1343,1.6329,1.6329,0.1304,0.2496,0.02324,1.3796,0.92944,0.1241,0.498,0.01955,0.24451,0.0354,0.11821,0.5986,1.0148,,,
2000-02-11,0.6386,0.5726,0.6983,0.6231,0.12231,0.028,0.1342,1.6139,1.6139,0.1301,0.2489,0.02319,1.3733,0.93063,0.1237,0.4972,0.01951,0.24385,0.0351,0.11808,0.598,1.0127,,,
2000-02-14,0.6409,0.57685,0.7018,0.6218,0.12348,0.0281,0.1346,1.6223,1.6223,0.1314,0.2519,0.02343,1.397,0.93894,0.1241,0.497,0.0197,0.24639,0.0356,0.11786,0.6043,1.0222,,,
2000-02-15,0.6412,0.57367,0.7001,0.6225,0.12308,0.028,0.1344,1.6267,1.6267,0.1309,0.2517,0.02335,1.3984,0.93311,0.1233,0.4974,0.01963,0.24617,0.0355,0.11728,0.6012,1.0188,,,
2000-02-16,0.6408,0.57152,0.6979,0.6234,0.12248,0.028,0.1343,1.63,1.63,0.1303,0.2508,0.02324,1.3981,0.92651,0.1235,0.4993,0.01953,0.24501,0.0352,0.11743,0.5951,1.0139,,,
2000-02-17,0.6398,0.57162,0.6978,0.6232,0.1223,0.028,0.1344,1.6288,1.6288,0.1301,0.2502,0.02322,1.3965,0.91562,0.1225,0.5002,0.0195,0.24643,0.0351,0.11708,0.5934,1.0124,,,0.1599
2000-02-18,0.6395,0.57195,0.7001,0.6239,0.12279,0.028,0.1344,1.6274,1.6274,0.1306,0.2507,0.02328,1.4017,0.9152,0.1229,0.4993,0.01958,0.24693,0.0352,0.11722,0.595,1.0164,,,
2000-02-21,0.6334,0.56927,0.6955,0.6235,0.12231,0.028,0.1343,1.6204,1.6204,0.1301,0.2499,0.0232,1.3949,0.90998,0.1225,0.4937,0.0195,0.2466,0.0351,0.11674,0.5933,1.0125,,,
2000-02-22,0.6214,0.55779,0.6814,0.6218,0.12035,0.028,0.1343,1.6063,1.6063,0.128,0.2458,0.02283,1.3871,0.89972,0.1221,0.4879,0.01919,0.24431,0.0345,0.1164,0.5833,0.9962,,,
2000-02-23,0.6199,0.55868,0.6824,0.6206,0.12036,0.028,0.1343,1.598,1.598,0.128,0.2463,0.02283,1.3837,0.89735,0.1222,0.4875,0.0192,0.24452,0.0346,0.11651,0.5817,0.9964,,,
2000-02-24,0.6195,0.56728,0.6935,0.6219,0.12177,0.0282,0.1343,1.6132,1.6132,0.1295,0.2497,0.02309,1.3914,0.90629,0.1228,0.4919,0.01942,0.24632,0.0351,0.11723,0.5875,1.0081,,,
2000-02-25,0.631,0.57821,0.7086,0.622,0.1239,0.0282,0.1344,1.6363,1.6363,0.1318,0.2531,0.02351,1.4047,0.92945,0.1236,0.4996,0.01977,0.24732,0.0357,0.11827,0.6003,1.0257,,,0.1633
2000-02-28,0.6331,0.57961,0.7094,0.6225,0.12441,0.0282,0.1341,1.6435,1.6435,0.1323,0.2545,0.0236,1.4013,0.93954,0.1238,0.501,0.01984,0.24694,0.0359,0.11891,0.5993,1.03,,,0.162
2000-02-29,0.641,0.5871,0.7152,0.6228,0.12527,0.0281,0.1347,1.6376,1.6376,0.1333,0.2564,0.02377,1.4101,0.94046,0.1237,0.5072,0.01998,0.24902,0.0361,0.11855,0.6015,1.0371,,,0.1638
2000-03-01,0.6223,0.58313,0.7092,0.6225,0.12418,0.0281,0.1344,1.6301,1.6301,0.1321,0.2552,0.02356,1.4062,0.95924,0.124,0.5008,0.01981,0.24938,0.0359,0.11873,0.599,1.0281,,,0.162
2000-03-02,0.6285,0.58959,0.7109,0.6221,0.1251,0.028,0.1343,1.6322,1.6322,0.1331,0.257,0.02373,1.4061,0.9615,0.124,0.5046,0.01996,0.25092,0.0362,0.11801,0.6018,1.0356,,,0.1623
2000-03-03,0.6346,0.59781,0.7192,0.6221,0.126,0.0282,0.1343,1.6457,1.6457,0.134,0.2591,0.02392,1.4151,0.96676,0.124,0.5104,0.02011,0.25303,0.0365,0.11856,0.6047,1.0432,,,0.1616
2000-03-06,0.6281,0.59774,0.7177,0.6219,0.12601,0.0281,0.1343,1.643,1.643,0.134,0.2605,0.02392,1.4122,0.97022,0.1238,0.5039,0.0201,0.2531,0.0365,0.11866,0.6046,1.0432,,,0.1606
2000-03-07,0.6274,0.59811,0.7171,0.6225,0.12603,0.0282,0.1343,1.6492,1.6492,0.1341,0.2608,0.02393,1.4041,0.98283,0.124,0.5055,0.02011,0.25171,0.0366,0.11889,0.6076,1.0434,,,0.1598
2000-03-08,0.6342,0.59769,0.7147,0.6225,0.12569,0.0282,0.1343,1.6456,1.6456,0.1337,0.2598,0.02387,1.4003,0.9708,0.1236,0.5082,0.02005,0.2512,0.0364,0.11809,0.6074,1.0406,,,0.1609
2000-03-09,0.636,0.59651,0.7096,0.6221,0.12492,0.0281,0.1343,1.6367,1.6367,0.1329,0.2596,0.02371,1.4096,0.97156,0.1234,0.5102,0.01992,0.25317,0.0362,0.11849,0.6057,1.0342,,,0.1618
2000-03-10,0.638,0.59465,0.712,0.6213,0.12534,0.0281,0.1342,1.636,1.636,0.1333,0.261,0.02379,1.4101,0.97571,0.1227,0.5129,0.01999,0.25306,0.0364,0.11901,0.6089,1.0377,,,0.1623
2000-03-13,0.6399,0.59451,0.7097,0.6203,0.12529,0.0282,0.1342,1.6385,1.6385,0.1332,0.2594,0.0238,1.4076,0.98288,0.1232,0.5125,0.01998,0.25291,0.0364,0.11895,0.6073,1.0371,,,0.1614
2000-03-14,0.6348,0.59419,0.7047,0.6204,0.12473,0.0281,0.1342,1.6292,1.6292,0.1326,0.2613,0.02368,1.3997,0.98166,0.1226,0.5033,0.01989,0.25223,0.0362,0.11908,0.6038,1.0324,,,0.1606
2000-03-15,0.6346,0.59455,0.7051,0.6201,0.12494,0.0282,0.1343,1.6275,1.6275,0.1329,0.2593,0.02373,1.4058,0.97895,0.1226,0.5059,0.01992,0.25309,0.0364,0.11836,0.6033,1.0342,,,0.16
2000-03-16,0.6304,0.59307,0.7,0.6203,0.12459,0.0282,0.1344,1.6252,1.6252,0.1325,0.2591,0.02366,1.4055,0.97833,0.1225,0.5037,0.01987,0.25306,0.0363,0.11875,0.603,1.0314,,,0.1601
2000-03-17,0.6243,0.59154,0.7002,0.6206,0.12427,0.0281,0.1344,1.6197,1.6197,0.1321,0.2595,0.02361,1.3992,0.96388,0.1225,0.499,0.01982,0.25253,0.0362,0.11908,0.5988,1.0287,,,0.159
2000-03-20,0.6252,0.5918,0.6998,0.6205,0.12418,0.0281,0.1343,1.6128,1.6128,0.132,0.2579,0.02357,1.3978,0.96713,0.1222,0.501,0.0198,0.25371,0.0362,0.11902,0.5979,1.028,,,0.1586
2000-03-21,0.6345,0.59927,0.7078,0.6204,0.12563,0.0282,0.1348,1.6342,1.6342,0.1336,0.2611,0.02385,1.4131,0.97364,0.1225,0.5094,0.02004,0.25723,0.0367,0.11961,0.6049,1.04,,,0.1602
2000-03-22,0.6287,0.60114,0.7077,0.6216,0.12573,0.0281,0.1343,1.6434,1.6434,0.1337,0.2594,0.02386,1.4056,0.97179,0.1229,0.5065,0.02003,0.25616,0.0367,0.11987,0.6078,1.0406,,,0.1612
2000-03-23,0.6235,0.59879,0.7005,0.6252,0.12428,0.0281,0.1343,1.6334,1.6334,0.1322,0.2524,0.02361,1.3923,0.95909,0.1231,0.5022,0.01981,0.25451,0.0363,0.11914,0.6014,1.0293,,,0.1588
2000-03-24,0.6222,0.59024,0.6995,0.6301,0.12356,0.0279,0.1339,1.6304,1.6304,0.1314,0.2526,0.02344,1.3947,0.95696,0.1233,0.5006,0.0197,0.25333,0.0361,0.11988,0.5959,1.0226,,,0.1578
2000-03-27,0.6334,0.5903,0.7093,0.6295,0.12491,0.028,0.1343,1.6418,1.6418,0.1328,0.2567,0.0237,1.4055,0.96822,0.1232,0.5178,0.01992,0.25627,0.0366,0.11986,0.6028,1.0339,,,0.1597
2000-03-28,0.6396,0.59731,0.7162,0.6287,0.12762,0.028,0.1343,1.6548,1.6548,0.1337,0.2596,0.02387,1.4169,0.98368,0.1237,0.5263,0.02006,0.25678,0.0368,0.12157,0.607,1.0411,,,0.1605
2000-03-29,0.6421,0.60251,0.7215,0.6273,0.12695,0.0281,0.1343,1.6758,1.6758,0.135,0.2612,0.02409,1.4233,0.99444,0.1242,0.5245,0.02023,0.25671,0.0372,0.12134,0.6128,1.0511,,,0.1614
2000-03-30,0.6382,0.5946,0.7152,0.6279,0.12565,0.0277,0.1344,1.6594,1.6594,0.1336,0.2576,0.02385,1.414,0.98635,0.124,0.5215,0.02004,0.25157,0.0363,0.12053,0.6054,1.0403,,,0.1578
2000-03-31,0.6354,0.60299,0.7223,0.6284,0.12643,0.0277,0.1344,1.6656,1.6656,0.1344,0.2606,0.02399,1.4244,1.01806,0.1236,0.5201,0.02017,0.25342,0.0365,0.12109,0.6114,1.0466,,,0.1604
2000-04-03,0.6373,0.60125,0.7215,0.6325,0.12646,0.0277,0.1343,1.6721,1.6721,0.1344,0.2582,0.02399,1.4225,0.99865,0.1232,0.5251,0.02017,0.2521,0.0364,0.12012,0.6096,1.0468,,,0.1595
2000-04-04,0.6305,0.59685,0.7175,0.6346,0.12552,0.0277,0.1343,1.6605,1.6605,0.1338,0.2586,0.02387,1.4194,0.99101,0.1229,0.5222,0.02008,0.24827,0.0363,0.12077,0.6069,1.0421,,,0.1589
2000-04-05,0.6296,0.5942,0.7168,0.6354,0.12555,0.0276,0.1343,1.6458,1.6458,0.1334,0.257,0.0238,1.4205,0.99067,0.1226,0.5233,0.02002,0.24712,0.0362,0.1204,0.6067,1.039,,,0.1578
2000-04-06,0.6279,0.59759,0.7182,0.6365,0.12606,0.0276,0.1342,1.6499,1.6499,0.134,0.2585,0.0239,1.4184,0.996,0.1231,0.5227,0.0201,0.25052,0.0364,0.12054,0.6086,1.0434,,,0.1587
2000-04-07,0.6265,0.60125,0.7181,0.6369,0.12647,0.0276,0.1348,1.6538,1.6538,0.1344,0.26,0.02398,1.4254,0.99394,0.1232,0.5221,0.02017,0.25339,0.0366,0.12078,0.6104,1.0468,,,0.1596
2000-04-10,0.6172,0.59612,0.7103,0.6358,0.12548,0.0276,0.1343,1.6472,1.6472,0.1334,0.2579,0.0238,1.4113,0.97599,0.1224,0.5155,0.02001,0.25084,0.0363,0.12107,0.6048,1.0387,,,0.1582
2000-04-11,0.6212,0.59812,0.712,0.6349,0.1259,0.0274,0.1342,1.6526,1.6526,0.1339,0.2575,0.02388,1.4175,0.9744,0.1223,0.5202,0.02008,0.24975,0.0363,0.12055,0.6059,1.0425,,,0.1581
2000-04-12,0.6238,0.59382,0.7126,0.6307,0.1259,0.0273,0.1342,1.6558,1.6558,0.1339,0.2579,0.02389,1.4151,0.98509,0.1225,0.519,0.02009,0.25095,0.0365,0.11991,0.6063,1.0428,,,0.1582
2000-04-13,0.6264,0.58904,0.7129,0.6362,0.12679,0.0275,0.1342,1.6654,1.6654,0.1348,0.26,0.02405,1.4278,0.99155,0.1228,0.5232,0.02023,0.25174,0.0367,0.12035,0.6117,1.05,,,0.1597
2000-04-14,0.6216,0.5819,0.7033,0.636,0.12549,0.0274,0.1341,1.6495,1.6495,0.1334,0.2572,0.0238,1.4144,0.99175,0.1224,0.5179,0.02002,0.24533,0.0365,0.11993,0.6083,1.0393,,,0.1575
2000-04-17,0.6209,0.59002,0.7068,0.6364,0.12677,0.0274,0.1342,1.6594,1.6594,0.1348,0.2578,0.02403,1.4265,1.00357,0.1221,0.5187,0.02022,0.2463,0.0364,0.12007,0.6155,1.0496,,,0.1587
2000-04-18,0.6288,0.60037,0.7138,0.6348,0.12778,0.0275,0.1343,1.6685,1.6685,0.1358,0.2598,0.02422,1.4326,1.00958,0.1224,0.5237,0.02038,0.24798,0.0367,0.12082,0.6227,1.0579,,,0.1606
2000-04-19,0.6333,0.59955,0.72,0.6366,0.12827,0.0275,0.1342,1.6827,1.6827,0.1366,0.2617,0.02435,1.4359,1.01398,0.1223,0.5294,0.02049,0.24713,0.0371,0.12122,0.6259,1.0636,,,0.1597
2000-04-20,0.6314,0.59998,0.7236,0.636,0.12888,0.0276,0.1341,1.6838,1.6838,0.137,0.2624,0.02443,1.4383,1.0087,0.1229,0.5264,0.02055,0.24837,0.0373,0.12127,0.6287,1.0668,,,0.1588
2000-04-25,0.6441,0.60704,0.7395,0.6357,0.13099,0.0278,0.1341,1.717,1.717,0.1394,0.2688,0.02488,1.454,1.02066,0.1227,0.5368,0.02092,0.25113,0.038,0.12209,0.637,1.086,,,0.1611
2000-04-26,0.6371,0.60107,0.734,0.6357,0.13076,0.0276,0.1341,1.7063,1.7063,0.139,0.2671,0.02479,1.4506,1.01873,0.1228,0.527,0.02086,0.25177,0.038,0.12184,0.6346,1.0828,,,0.1588
2000-04-27,0.6457,0.6082,0.744,0.6361,0.13271,0.0276,0.134,1.7273,1.7273,0.1411,0.2711,0.02516,1.4526,1.0321,0.1226,0.5344,0.02117,0.25144,0.0386,0.12271,0.6437,1.099,,,0.1604
2000-04-28,0.6402,0.60686,0.7409,0.6389,0.13242,0.0275,0.1341,1.7013,1.7013,0.1408,0.2713,0.02511,1.4525,1.01345,0.1225,0.532,0.02113,0.24496,0.0386,0.12306,0.6421,1.0966,,,0.1614
2000-05-02,0.6429,0.60948,0.7389,0.641,0.13269,0.0274,0.1341,1.7149,1.7149,0.1411,0.2718,0.02516,1.4532,1.01306,0.1232,0.5327,0.02125,0.24415,0.0386,0.12312,0.6393,1.0989,,,0.1622
2000-05-03,0.6618,0.61574,0.7478,0.6476,0.13497,0.0275,0.1341,1.7452,1.7452,0.1435,0.2735,0.02559,1.4749,1.0245,0.1239,0.548,0.02153,0.24918,0.0394,0.12381,0.6493,1.1176,,,0.1635
2000-05-04,0.6647,0.62094,0.7518,0.6459,0.13576,0.0274,0.1341,1.7321,1.7321,0.1443,0.2748,0.02574,1.4682,1.03983,0.1231,0.5506,0.02166,0.24571,0.0396,0.12317,0.6527,1.1242,,,0.1613
2000-05-05,0.6654,0.619,0.7477,0.6433,0.13461,0.0272,0.1341,1.7063,1.7063,0.1431,0.2722,0.02554,1.455,1.02632,0.1227,0.5487,0.02149,0.23995,0.0392,0.12246,0.6465,1.1148,,,0.1601
2000-05-08,0.6474,0.6168,0.7468,0.6453,0.13455,0.0272,0.1342,1.7079,1.7079,0.143,0.2703,0.02551,1.4475,1.02196,0.1228,0.5378,0.02146,0.24924,0.0392,0.12278,0.6467,1.114,,,0.16
2000-05-09,0.6431,0.60812,0.7385,0.6422,0.13307,0.0269,0.1341,1.6872,1.6872,0.1415,0.2667,0.02521,1.4342,1.00822,0.1221,0.5303,0.02124,0.24536,0.0388,0.12208,0.6372,1.1019,,,0.1554
2000-05-10,0.6417,0.60625,0.7388,0.6417,0.13313,0.027,0.1341,1.6671,1.6671,0.1416,0.2677,0.02503,1.4465,1.00697,0.1216,0.5267,0.02128,0.25386,0.0389,0.12101,0.6378,1.1028,,,0.1565
2000-05-11,0.6452,0.60774,0.7449,0.6421,0.13395,0.0271,0.1341,1.6678,1.6678,0.1424,0.2666,0.02526,1.4502,1.02164,0.1215,0.5313,0.02147,0.2478,0.0392,0.12065,0.643,1.1091,,,0.1577
2000-05-12,0.6314,0.59221,0.7316,0.6427,0.13134,0.0271,0.134,1.6505,1.6505,0.1396,0.2623,0.02473,1.4254,1.00211,0.1218,0.5214,0.02096,0.24176,0.0384,0.12085,0.629,1.0873,,,0.1549
2000-05-15,0.6292,0.60167,0.7379,0.6429,0.13258,0.0271,0.134,1.6523,1.6523,0.1409,0.2649,0.02494,1.4421,1.00349,0.1223,0.517,0.02115,0.25142,0.0388,0.12093,0.6331,1.0975,,,0.1556
2000-05-16,0.6415,0.61063,0.748,0.6452,0.13399,0.0274,0.134,1.6587,1.6587,0.1426,0.2678,0.02526,1.4516,1.01306,0.1224,0.5246,0.0214,0.24941,0.0393,0.12178,0.64,1.1107,,,0.1573
2000-05-17,0.6342,0.60994,0.7455,0.6436,0.13484,0.0272,0.134,1.6713,1.6713,0.1433,0.2689,0.02537,1.447,1.02099,0.1224,0.5166,0.0215,0.248,0.0393,0.12222,0.6436,1.1162,,,0.157
2000-05-18,0.6401,0.60982,0.7453,0.6428,0.13502,0.0273,0.134,1.6577,1.6577,0.1435,0.2684,0.02541,1.4489,1.02822,0.1225,0.5055,0.02153,0.2489,0.0394,0.12248,0.6441,1.1178,,,0.1564
2000-05-19,0.6398,0.60587,0.744,0.6438,0.13459,0.0274,0.134,1.6571,1.6571,0.143,0.2672,0.02533,1.4451,1.04108,0.1222,0.5087,0.02147,0.24591,0.0393,0.12175,0.645,1.1142,,,0.1552
2000-05-22,0.6329,0.59821,0.7392,0.6429,0.13375,0.0275,0.134,1.6529,1.6529,0.1421,0.2634,0.02515,1.4448,1.03308,0.1213,0.507,0.02133,0.24454,0.0391,0.12,0.6392,1.1073,,,0.1556
2000-05-23,0.634,0.59429,0.7315,0.6397,0.13319,0.0275,0.1341,1.6281,1.6281,0.1415,0.2609,0.02503,1.4362,1.03479,0.1209,0.5063,0.02124,0.24442,0.0389,0.11995,0.6356,1.1024,,,0.1555
2000-05-24,0.631,0.60092,0.7327,0.6413,0.13358,0.0277,0.1341,1.632,1.632,0.1419,0.263,0.02503,1.4407,1.00737,0.1207,0.5021,0.02131,0.24499,0.039,0.12013,0.6361,1.1057,,,0.1555
2000-05-25,0.624,0.59382,0.73,0.64,0.13254,0.0275,0.1341,1.6127,1.6127,0.1408,0.2635,0.02489,1.4254,1.02128,0.1209,0.4973,0.02113,0.24212,0.0387,0.11999,0.6336,1.0971,,,0.1533
2000-05-26,0.6173,0.58477,0.7147,0.6381,0.12979,0.0276,0.1341,1.5995,1.5995,0.1379,0.2583,0.02419,1.4133,1.0026,0.1212,0.4928,0.02069,0.23741,0.038,0.11887,0.6196,1.0742,,,0.1509
2000-05-29,0.6174,0.58716,0.7199,0.6377,0.13038,0.0275,0.1341,1.6108,1.6108,0.1385,0.2594,0.02425,1.4187,1.00856,0.1202,0.4935,0.02079,0.23912,0.0382,0.11884,0.6225,1.0792,,,0.152
2000-05-30,0.6178,0.58719,0.7141,0.6368,0.12989,0.0276,0.134,1.6089,1.6089,0.138,0.2577,0.02411,1.4205,1.00905,0.1211,0.494,0.02074,0.24214,0.0381,0.11924,0.6207,1.0752,,,0.1536
2000-05-31,0.6112,0.58448,0.7124,0.6346,0.1288,0.0276,0.134,1.6012,1.6012,0.1368,0.2553,0.02391,1.4143,0.9903,0.1199,0.4883,0.02048,0.24231,0.0377,0.11933,0.615,1.0661,,,0.153
2000-06-01,0.6141,0.59037,0.7204,0.6366,0.12975,0.0277,0.134,1.6048,1.6048,0.1378,0.259,0.02408,1.4197,0.98965,0.1205,0.4905,0.02061,0.24519,0.0379,0.11999,0.6206,1.0739,,,0.1539
2000-06-02,0.613,0.58675,0.7153,0.635,0.12764,0.0277,0.1334,1.5961,1.5961,0.1356,0.2559,0.02367,1.403,0.97817,0.1205,0.4914,0.02029,0.24452,0.0372,0.11977,0.6131,1.0567,,,0.1524
2000-06-05,0.6139,0.58903,0.7133,0.635,0.12746,0.0277,0.134,1.6023,1.6023,0.1354,0.2557,0.02361,1.4014,0.98319,0.1208,0.4942,0.02025,0.24528,0.0373,0.11985,0.6126,1.055,,,0.1528
2000-06-06,0.6164,0.58169,0.709,0.6365,0.12654,0.0277,0.134,1.6011,1.6011,0.1344,0.2539,0.02344,1.3939,0.9896,0.1207,0.4938,0.02011,0.24078,0.037,0.12005,0.6091,1.0473,,,0.1506
2000-06-07,0.617,0.57898,0.7029,0.6376,0.12555,0.0276,0.134,1.5823,1.5823,0.1334,0.2502,0.02322,1.3852,0.98632,0.1208,0.493,0.01994,0.23973,0.0367,0.12016,0.6035,1.0393,,,0.1492
2000-06-08,0.6163,0.58015,0.7083,0.6381,0.12638,0.0277,0.134,1.5796,1.5796,0.1342,0.2524,0.02336,1.3934,0.9879,0.1202,0.4905,0.02009,0.2377,0.037,0.11965,0.608,1.046,,,0.1484
2000-06-09,0.6168,0.58194,0.7115,0.6387,0.1267,0.0278,0.134,1.5833,1.5833,0.1346,0.2528,0.02342,1.389,0.98075,0.1204,0.4912,0.02015,0.23797,0.0369,0.12031,0.6089,1.0487,,,0.1497
